,timestamp,tag,duration,package_0,dram_0,core_0,uncore_0
0,1613868334.945763,forward,0.7405598163604736,11276216.0,1433957.0,9092750.0,275207.0
1,1613868335.686323,loss,0.0009171962738037109,11597.0,2319.0,7629.0,0.0
2,1613868335.6872401,backward,1.369185447692871,20588021.0,2555963.0,16811969.0,410521.0
3,1613868337.0564256,step,0.038738250732421875,360045.0,104736.0,239990.0,0.0
4,1613868368.320337,forward,0.7019546031951904,11301607.0,1414730.0,9417761.0,69091.0
5,1613868369.0222917,loss,0.0012295246124267578,13306.0,2808.0,10437.0,855.0
6,1613868369.0235212,backward,10.824734449386597,161153152.0,11251558.0,137307571.0,840269.0
7,1613868379.8482556,step,0.03385734558105469,331481.0,96252.0,234191.0,0.0
8,1613868440.3465648,forward,0.6832189559936523,11299287.0,1342282.0,9347633.0,231811.0
9,1613868441.0297837,loss,0.0009207725524902344,12696.0,2380.0,8056.0,0.0
10,1613868441.0307045,backward,4.712164640426636,69794743.0,5650437.0,58535434.0,975278.0
11,1613868445.7428691,step,0.036015987396240234,350219.0,103210.0,235046.0,0.0
